성분명,성분코드,제품코드,제품명,업소명,공고일자,공고번호,약품상세정보,비고,급여여부
quetiapine fumarate (as quetiapine),378604ATB,657807300,세로큐정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),하나제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378604ATB,649804230,명문쿠에티아핀정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),명문제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378605ATR,652606800,쎄로켈서방정50밀리그램(쿠에티아핀푸마르산염)_(57.56mg/1정),알보젠코리아(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378605ATR,653005730,쿠에티서방정50밀리그램(쿠에티아핀푸마르산염)_(57.56mg/1정),(주)한국파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378605ATR,657202840,쿠에타핀서방정50밀리그램(쿠에티아핀푸마르산염)_(57.56mg/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378605ATR,651904270,큐로켈서방정50밀리그램(쿠에티아핀푸마르산염)_(57.56mg/1정),명인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378605ATR,645305790,카세핀서방정50밀리그램(쿠에티아핀푸마르산염)_(57.56mg/1정),한림제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378605ATR,657204210,환인쿠에타핀서방정50밀리그램(쿠에티아핀푸마르산염)_(57.56mg/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378606ATR,652606770,쎄로켈서방정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),알보젠코리아(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378606ATR,653005740,쿠에티서방정200밀리그램(쿠에티아핀푸마르산염)_(0.23024g/1정),(주)한국파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378606ATR,657202860,쿠에타핀서방정200밀리그램(쿠에티아핀푸마르산염)_(0.23024g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378606ATR,651904290,큐로켈서방정200밀리그램(쿠에티아핀푸마르산염)_(0.23024g/1정),명인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378606ATR,645305800,카세핀서방정200밀리그램(쿠에티아핀푸마르산염)_(0.23024g/1정),한림제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378606ATR,657204090,환인쿠에타핀서방정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378607ATR,652606790,쎄로켈서방정300밀리그램(쿠에티아핀푸마르산염)_(0.34538g/1정),알보젠코리아(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378607ATR,653005760,쿠에티서방정300밀리그램(쿠에티아핀푸마르산염)_(0.34536g/1정),(주)한국파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378607ATR,645305770,카세핀서방정300밀리그램(쿠에티아핀푸마르산염)_(0.34536g/1정),한림제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378607ATR,657202870,쿠에타핀서방정300밀리그램(쿠에티아핀푸마르산염)_(0.34536g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378607ATR,651904300,큐로켈서방정300밀리그램(쿠에티아핀푸마르산염)_(0.34536g/1정),명인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378607ATR,657204110,환인쿠에타핀서방정300밀리그램(쿠에티아핀푸마르산염)_(0.34538g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378608ATR,652606810,쎄로켈서방정400밀리그램(쿠에티아핀푸마르산염)_(0.4605g/1정),알보젠코리아(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378608ATR,645305780,카세핀서방정400밀리그램(쿠에티아핀푸마르산염)_(0.46048g/1정),한림제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378608ATR,657202880,쿠에타핀서방정400밀리그램(쿠에티아핀푸마르산염)_(0.46048g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378608ATR,653005770,쿠에티서방정400밀리그램(쿠에티아핀푸마르산염)_(0.46048g/1정),(주)한국파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378608ATR,651904310,큐로켈서방정400밀리그램(쿠에티아핀푸마르산염)_(0.46048g/1정),명인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378608ATR,657204100,환인쿠에타핀서방정400밀리그램(쿠에티아핀푸마르산염)_(0.4605g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378609ATR,652606750,쎄로켈서방정150밀리그램(쿠에티아핀푸마르산염)_(0.17269g/1정),알보젠코리아(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378609ATR,645305810,카세핀서방정150밀리그램(쿠에티아핀푸마르산염)_(0.17268g/1정),한림제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378609ATR,657202850,쿠에타핀서방정150밀리그램(쿠에티아핀푸마르산염)_(0.17268g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378609ATR,653005750,쿠에티서방정150밀리그램(쿠에티아핀푸마르산염)_(0.17268g/1정),(주)한국파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378609ATR,651904280,큐로켈서방정150밀리그램(쿠에티아핀푸마르산염)_(0.17268g/1정),명인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378609ATR,657204120,환인쿠에타핀서방정150밀리그램(쿠에티아핀푸마르산염)_(0.17269g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
amisulpride,420002ATB,652100610,솔리안정400밀리그램(아미설프리드)_(0.4g/1정),(주)한독,2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
amisulpride,420002ATB,653005650,아칸솔정400mg(아미설프리드)_(0.4g/1정),(주)한국파마,2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
amisulpride,420002ATB,651903620,아미썰정400밀리그램(아미설피리드)_(0.4g/1정),명인제약(주),2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
amisulpride,420002ATB,649504440,폴라리스정(아미설프리드)_(0.4g/1정),유니메드제약(주),2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
amisulpride,420003ATB,649506050,폴라리스정100밀리그램(아미설피리드)_(0.1g/1정),유니메드제약(주),2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
amisulpride,420003ATB,653005640,아칸솔정100mg(아미설프리드)_(0.1g/1정),(주)한국파마,2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
amisulpride,420003ATB,651903810,아미썰정100밀리그램(아미설피리드)_(0.1g/1정),명인제약(주),2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
amisulpride,420003ATB,652100590,솔리안정100밀리그램(아미설프리드)_(0.1g/1정),(주)한독,2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
amisulpride,420004ATB,652100600,솔리안정200밀리그램(아미설프리드)_(0.2g/1정),(주)한독,2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
amisulpride,420004ATB,651903820,아미썰정200밀리그램(아미설피리드)_(0.2g/1정),명인제약(주),2022-05-27,20220251,"고령자에 투여시 저혈압이나 진정의 위험 야기, 치매 고령환자에게 항정신병약물 투여시 뇌혈관질환(뇌졸중), 사망의 위험 증가, 고령자 신중투여",,급여
cimetropium bromide,133530BIJ,657801331,알피트주사(시메트로퓸브롬화물)_(5mg/1mL),하나제약(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉽고, 효과가 불확실하므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
cimetropium bromide,133530BIJ,642203791,브로퓸주사(시메트로퓸브롬화물)_(5mg/1mL),부광약품(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉽고, 효과가 불확실하므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
cimetropium bromide,133531BIJ,642203781,브로퓸주사(시메트로퓸브롬화물)_(10mg/2mL),부광약품(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉽고, 효과가 불확실하므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
flurazepam hydrochloride,161801ATB,642800250,달마돔정(플루라제팜염산염)_(15mg/1정),고려제약(주),2017-02-16,20170079,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,급여
ziprasidone hydrochloride monohydrate (as ziprasidone),464901ACH,73400090,젤독스캡슐20밀리그램(염산지프라시돈일수화물)_(22.65mg/1캡슐),비아트리스코리아(주),2021-07-15,20210248,치매와 관련된 정신병을 가진 노인들에게 일부 항정신병 약물을 투여했을 때 위약 투여시보다 사망과 뇌혈관 이상반응의 위험성이 증가된 것으로 보고됨.,,급여
ziprasidone hydrochloride monohydrate (as ziprasidone),464902ACH,73400120,젤독스캡슐40밀리그램(염산지프라시돈일수화물)_(45.3mg/1캡슐),비아트리스코리아(주),2021-07-15,20210248,치매와 관련된 정신병을 가진 노인들에게 일부 항정신병 약물을 투여했을 때 위약 투여시보다 사망과 뇌혈관 이상반응의 위험성이 증가된 것으로 보고됨.,,급여
ziprasidone hydrochloride monohydrate (as ziprasidone),464903ACH,73400100,젤독스캡슐60밀리그램(염산지프라시돈일수화물)_(67.95mg/1캡슐),비아트리스코리아(주),2021-07-15,20210248,치매와 관련된 정신병을 가진 노인들에게 일부 항정신병 약물을 투여했을 때 위약 투여시보다 사망과 뇌혈관 이상반응의 위험성이 증가된 것으로 보고됨.,,급여
ziprasidone hydrochloride monohydrate (as ziprasidone),464904ACH,73400110,젤독스캡슐80밀리그램(염산지프라시돈일수화물)_(90.6mg/1캡슐),비아트리스코리아(주),2021-07-15,20210248,치매와 관련된 정신병을 가진 노인들에게 일부 항정신병 약물을 투여했을 때 위약 투여시보다 사망과 뇌혈관 이상반응의 위험성이 증가된 것으로 보고됨.,,급여
procyclidine hydrochloride,218401ATB,670701220,프로이머정(프로싸이클리딘염산염)_(5mg/1정),초당약품공업(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
procyclidine hydrochloride,218401ATB,642403550,영프로마정(프로시클리딘염산염)_(5mg/1정),영진약품(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
procyclidine hydrochloride,218401ATB,653005110,파마프로시클리딘정(프로시클리딘염산염)_(5mg/1정),(주)한국파마,2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
clemastine fumarate (as clemastine),135201ATB,644800580,마스질정(클레마스틴푸마르산염)_(1.34mg/1정),태극제약(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
mequitazine,190532ASY,642201272,소아용프리마란시럽(메퀴타진)_(0.25g/500mL),부광약품(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
chlorpheniramine maleate,131830BIJ,670603013,휴온스클로르페니라민말레산염주사액_(4mg/2mL),(주)휴온스,2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
chlorpheniramine maleate,131830BIJ,648103381,페닐주(클로르페니라민말레산염)_(4mg/2mL),경동제약(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
chlorpheniramine maleate,131830BIJ,642102581,페니라민주사(클로르페니라민말레산염)_(4mg/2mL),(주)유한양행,2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
chlorpheniramine maleate,131830BIJ,650500351,제일클로르페니라민말레산염주사액_(4mg/2mL),(주)제일제약,2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
amitriptyline hydrochloride,107501ATB,651900720,명인아미트리프틸린염산염정10밀리그람_(10mg/1정),명인제약(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
amitriptyline hydrochloride,107501ATB,642702510,에트라빌10밀리그램정(아미트리프틸린염산염)_(10mg/1정),동화약품(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
amitriptyline hydrochloride,107501ATB,657200500,에나폰정10밀리그램(아미트리프틸린염산염)_(10mg/1정),환인제약(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
amitriptyline hydrochloride,107502ATB,642702520,에트라빌25밀리그램정(아미트리프틸린염산염)_(25mg/1정),동화약품(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
