성분코드,성분명,제품코드,제품명,업소명,약품상세정보,급여여부
347701ATB,celecoxib,657202780,쎌콕정200밀리그램(세레콕시브)_(0.2g/1정),환인제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,52400960,메디브렉스캡슐100mg(세레콕시브)_(0.1g/1캡슐),(주)인트로바이오파마,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,53301130,콕시원캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)중헌제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,54800780,세비콕캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),엔비케이제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,57600710,진브렉스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),대원바이오텍주식회사,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,59000480,세레윈캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),주식회사케이에스제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,59600490,세콕시아캡슐100mg(세레콕시브)_(0.1g/1캡슐),(주)킴스제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,60500530,메가콕시브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)엘앤씨바이오,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,73400290,쎄레브렉스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),비아트리스코리아(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,628900540,쎄렉스타캡슐100mg(세레콕시브)_(0.1g/1캡슐),(주)이든파마,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,641606180,쎄레노직캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)대웅제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,643306910,콕스비토캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)종근당,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,643507070,콕시브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),한미약품(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,643704670,셀렉시브캡슐100mg(세레콕시브)_(0.1g/1캡슐),국제약품(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,644914180,제이브렉스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),제이더블유중외제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,645305870,쎄레브이캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),한림제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,645906760,동광세레콕시브캡슐100mg_(0.1g/1캡슐),동광제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,646004970,셀콕스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)메디카코리아,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,647304120,씨트렉스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),에이치엘비제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,647804260,크리콕스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),삼진제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,648204310,쎄레시브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)유영제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,649002200,세렉시브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),풍림무약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,649103090,싸이브렉스캡슐100mg(세레콕시브)_(0.1g/1캡슐),한국휴텍스제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,649507920,콕스2캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),유니메드제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,650304040,쎄브렉스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),진양제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,652904470,셀록스캡슐100mg(세레콕시브)_(0.1g/1캡슐),(주)서울제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,653403880,셀브렉캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),동국제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,654005560,아나콕스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),아주약품(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,654305130,뉴셀콕캡슐(세레콕시브)_(0.1g/1캡슐),오스틴제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,656004110,셀코브렉스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),알리코제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,656204990,쎄브렉캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)바스칸바이오제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,657806460,쎌비트캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),하나제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,658107550,세레스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(유)한풍제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,658204270,셀레록스캡슐100mg(세레콕시브)_(0.1g/1캡슐),(주)비보존제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,658603800,셀브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),이연제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,660703530,위더콕스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),위더스제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,662503340,쎄넥스캡슐100mg(세레콕시브)_(0.1g/1캡슐),(주)넥스팜코리아,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,663607640,세레벡스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),한국프라임제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,665002920,브렉시브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)경보제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,665508560,유니브렉스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),한국유니온제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,669604770,아이셀콕캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)아이월드제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,669805150,쎄레메드캡슐100mg(세레콕시브)_(0.1g/1캡슐),구주제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,670104680,쎌레코캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)팜젠사이언스,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,670501930,씨엘콕스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)보령바이오파마,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,674401640,세코브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),아이큐어(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,693202210,콕스그린캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)한국글로벌제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,694003770,베아콕시브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),대웅바이오(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,697100730,랙시브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)한국피엠지제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ACH,celecoxib,698504420,쎄레민캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),(주)테라젠이텍스,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ATB,celecoxib,645306190,쎄레브이정100밀리그램(세레콕시브)_(0.1g/1정),한림제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ATB,celecoxib,657202900,쎌콕정100밀리그램(세레콕시브)_(0.1g/1정),환인제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347702ATB,celecoxib,697100960,랙시브정100밀리그램(세레콕시브)_(0.1g/1정),(주)한국피엠지제약,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347703ACH,celecoxib,73400300,쎄레브렉스캡슐400밀리그램(세레콕시브)_(0.4g/1캡슐),비아트리스코리아(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347703ACH,celecoxib,647804410,크리콕스캡슐400밀리그램(세레콕시브)_(0.4g/1캡슐),삼진제약(주),"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
347703ACH,celecoxib,662504540,쎄넥스캡슐400밀리그램(세레콕시브)_(0.4g/1캡슐),(주)넥스팜코리아,"고령자는 신기능, 간기능 및 특히 심기능이 저하되어 있을 가능성이 높으므로 고령자에게 이 약을 투여하는 경우 적절한 관찰이 요구됨. 시판후 조사에 의하면, 와파린과 이 약을 병용 투여한 환자에서 치명적일 수도 있는 프로트롬빈 시간의 연장과 관련된 중대한 출혈이 보고된 바 있으며, 특히 고령자에서 더 많이 보고됨.",급여
454330BIJ,dexketoprofen trometamol (as dexketoprofen),674900451,케랄주(덱스케토프로펜트로메타몰)_(73.8mg/2mL),한국메나리니(주),고령자 및 쇠약한 환자는 중대한 이상반응의 위험이 더 클 수 있음.,급여
458402ATB,morniflumate,640902870,모니마겐정350밀리그램(모니플루메이트)_(0.35g/1정),(주)일화,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있으며 더 나쁜 결과를 나타낼 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량에서 투여를 시작하여 필요한 최소량으로 투여하고 이상반응 발현에 특히 유의하면서 환자의 상태를 관찰하는 등 신중히 투여.,급여
